Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	Instruction_RT	RESPONSE	RT
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	37	511	LEFT	2531
2	2	2	2	34	25	16	'Choose a square with 34 dots'	37	530	MIDDLE	2211
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	37	315	LEFT	1344
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	37	646	MIDDLE	6317
1	2	2	1	24	15	6	'Choose a square with 6 dots'	37	472	RIGHT	853
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	37	335	MIDDLE	1818
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	37	393	LEFT	1537
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	37	224	LEFT	1247
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	37	906	RIGHT	2320
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	37	595	MIDDLE	3085
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	37	453	MIDDLE	7916
4	2	1	2	36	45	54	'Choose a square with 54 dots'	37	564	RIGHT	925
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	37	356	MIDDLE	5038
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	37	518	LEFT	5867
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	37	437	RIGHT	2806
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	37	495	LEFT	1620
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	37	1504	MIDDLE	2617
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	37	530	MIDDLE	2453
3	2	1	1	26	35	44	'Choose a square with 26 dots'	37	556	LEFT	1263
4	2	1	1	36	45	54	'Choose a square with 36 dots'	37	320	LEFT	2316
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	37	1144	LEFT	999
2	2	1	2	16	25	34	'Choose a square with 34 dots'	37	337	RIGHT	4637
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	37	596	LEFT	3029
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	37	503	LEFT	860
1	2	2	2	24	15	6	'Choose a square with 24 dots'	37	608	MIDDLE	1582
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	37	516	RIGHT	521
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	37	742	RIGHT	386
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	37	1293	RIGHT	780
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	37	633	RIGHT	1472
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	37	730	RIGHT	1087
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	37	656	RIGHT	671
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	37	1086	RIGHT	902
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	37	638	RIGHT	797
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	37	944	MIDDLE	12918
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	37	918	MIDDLE	2093
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	37	321	MIDDLE	1283
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	37	398	LEFT	2845
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	37	1181	RIGHT	1009
3	2	2	2	44	35	26	'Choose a square with 44 dots'	37	429	LEFT	1052
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	37	590	LEFT	912
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	37	446	MIDDLE	1109
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	37	525	LEFT	873
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	37	400	MIDDLE	1842
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	37	335	RIGHT	978
1	2	1	2	6	15	24	'Choose a square with 24 dots'	37	344	RIGHT	8890
2	2	2	1	34	25	16	'Choose a square with 16 dots'	37	725	RIGHT	4547
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	37	909	MIDDLE	2482
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	37	496	RIGHT	910
1	2	1	1	6	15	24	'Choose a square with 6 dots'	38	2207	LEFT	4404
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	38	1670	LEFT	2439
3	2	1	1	26	35	44	'Choose a square with 26 dots'	38	1223	LEFT	2593
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	38	1931	LEFT	3083
1	2	2	1	24	15	6	'Choose a square with 6 dots'	38	899	RIGHT	2409
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	38	1826	RIGHT	3925
3	2	2	2	44	35	26	'Choose a square with 44 dots'	38	1664	LEFT	4929
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	38	1319	RIGHT	2509
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	38	1610	RIGHT	1535
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	38	1279	LEFT	1896
3	2	1	2	26	35	44	'Choose a square with 44 dots'	38	2531	MIDDLE	4148
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	38	1392	RIGHT	5393
1	2	2	2	24	15	6	'Choose a square with 24 dots'	38	1222	MIDDLE	2944
2	2	1	1	16	25	34	'Choose a square with 16 dots'	38	1182	MIDDLE	4345
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	38	1548	LEFT	5329
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	38	3104	MIDDLE	4613
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	38	1934	MIDDLE	2062
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	38	1724	RIGHT	2228
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	38	813	MIDDLE	4699
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	38	1082	LEFT	2505
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	38	1183	RIGHT	2066
2	2	2	1	34	25	16	'Choose a square with 16 dots'	38	1177	RIGHT	2444
3	2	2	1	44	35	26	'Choose a square with 26 dots'	38	1162	MIDDLE	8540
4	2	1	1	36	45	54	'Choose a square with 36 dots'	38	655	MIDDLE	3582
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	38	646	RIGHT	5499
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	38	494	LEFT	2945
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	38	840	RIGHT	1640
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	38	845	RIGHT	3723
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	38	1805	LEFT	1650
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	38	1087	RIGHT	5219
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	38	327	LEFT	3097
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	38	1633	RIGHT	2596
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	38	599	LEFT	1807
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	38	901	RIGHT	2547
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	38	512	MIDDLE	2267
4	2	1	2	36	45	54	'Choose a square with 54 dots'	38	929	RIGHT	3277
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	38	551	LEFT	1371
2	2	1	2	16	25	34	'Choose a square with 34 dots'	38	529	MIDDLE	2611
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	38	669	RIGHT	1468
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	38	999	LEFT	2817
1	2	1	2	6	15	24	'Choose a square with 24 dots'	38	667	RIGHT	2050
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	38	921	RIGHT	1557
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	38	988	LEFT	1735
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	38	881	RIGHT	6565
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	38	912	RIGHT	1062
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	38	1119	RIGHT	1534
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	38	1591	MIDDLE	1923
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	38	854	LEFT	3708
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	38	2159	LEFT	3534
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	38	910	MIDDLE	1820
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	38	667	RIGHT	1120
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	38	960	LEFT	1340
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	38	939	RIGHT	2343
2	2	2	2	34	25	16	'Choose a square with 34 dots'	38	835	LEFT	2739
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	38	936	RIGHT	1965
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	38	439	RIGHT	3668
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	38	720	MIDDLE	4042
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	38	889	LEFT	1744
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	38	943	LEFT	3979
4	2	2	1	54	45	36	'Choose a square with 36 dots'	38	1195	MIDDLE	2598
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	38	880	MIDDLE	4237
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	38	964	RIGHT	2224
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	38	1936	LEFT	2392
4	2	2	2	54	45	36	'Choose a square with 54 dots'	38	1377	LEFT	1846
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	38	1721	MIDDLE	1865
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	38	486	RIGHT	2986
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	38	1838	LEFT	2433
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	38	666	RIGHT	1568
1	2	2	1	24	15	6	'Choose a square with 6 dots'	38	513	RIGHT	1453
2	2	2	1	34	25	16	'Choose a square with 16 dots'	38	514	RIGHT	1709
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	38	1277	RIGHT	1270
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	38	1209	RIGHT	4043
1	2	1	2	6	15	24	'Choose a square with 24 dots'	38	672	RIGHT	2909
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	38	901	LEFT	1506
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	38	739	LEFT	3542
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	38	983	RIGHT	1585
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	38	824	LEFT	1713
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	38	1083	RIGHT	1467
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	38	887	RIGHT	1302
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	38	1326	LEFT	2780
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	38	903	MIDDLE	2046
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	38	731	RIGHT	1776
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	38	960	MIDDLE	2573
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	38	750	LEFT	1682
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	38	1517	LEFT	1213
2	2	1	1	16	25	34	'Choose a square with 16 dots'	38	722	MIDDLE	1639
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	38	1145	RIGHT	823
4	2	2	1	54	45	36	'Choose a square with 36 dots'	38	649	RIGHT	2649
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	38	840	RIGHT	992
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	38	972	RIGHT	4152
3	2	1	2	26	35	44	'Choose a square with 44 dots'	38	984	RIGHT	2084
4	2	2	2	54	45	36	'Choose a square with 54 dots'	38	617	MIDDLE	1945
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	38	1219	RIGHT	934
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	38	1115	LEFT	1498
3	2	1	1	26	35	44	'Choose a square with 26 dots'	38	891	LEFT	2115
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	38	598	MIDDLE	1823
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	38	677	MIDDLE	1531
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	38	547	MIDDLE	2046
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	38	924	LEFT	1234
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	38	669	LEFT	2412
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	38	3357	LEFT	905
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	38	824	LEFT	4186
3	2	2	2	44	35	26	'Choose a square with 44 dots'	38	745	LEFT	1238
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	38	915	RIGHT	1438
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	38	913	MIDDLE	2991
2	2	2	2	34	25	16	'Choose a square with 34 dots'	38	563	LEFT	1590
3	2	2	1	44	35	26	'Choose a square with 26 dots'	38	698	RIGHT	2274
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	38	566	MIDDLE	2265
1	2	1	1	6	15	24	'Choose a square with 6 dots'	38	1110	LEFT	1302
2	2	1	2	16	25	34	'Choose a square with 34 dots'	38	798	RIGHT	2944
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	38	1149	MIDDLE	1306
4	2	1	1	36	45	54	'Choose a square with 36 dots'	38	572	MIDDLE	2373
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	38	998	RIGHT	1394
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	38	768	LEFT	1441
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	38	2573	RIGHT	1078
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	38	888	LEFT	2454
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	38	780	RIGHT	1335
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	38	1358	RIGHT	1173
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	38	1185	LEFT	1597
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	38	771	LEFT	2399
1	2	2	2	24	15	6	'Choose a square with 24 dots'	38	647	LEFT	3063
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	38	815	LEFT	1497
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	38	1227	MIDDLE	2318
4	2	1	2	36	45	54	'Choose a square with 54 dots'	38	753	RIGHT	1012
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	38	1096	LEFT	1591
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	38	1285	RIGHT	2278
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	38	1435	MIDDLE	1805
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	38	868	RIGHT	1716
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	38	1456	LEFT	1755
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	38	798	LEFT	2301
3	2	2	1	44	35	26	'Choose a square with 26 dots'	38	880	RIGHT	4039
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	38	509	RIGHT	961
1	2	2	2	24	15	6	'Choose a square with 24 dots'	38	951	LEFT	1898
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	38	1054	RIGHT	894
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	38	983	RIGHT	1321
4	2	1	1	36	45	54	'Choose a square with 36 dots'	38	681	MIDDLE	2231
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	38	542	RIGHT	897
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	38	1144	RIGHT	4158
3	2	1	1	26	35	44	'Choose a square with 26 dots'	38	670	MIDDLE	1095
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	38	806	LEFT	1320
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	38	712	RIGHT	845
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	38	975	LEFT	1490
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	38	716	MIDDLE	2136
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	38	667	LEFT	1192
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	38	1293	RIGHT	1589
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	38	1115	LEFT	1186
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	38	1095	LEFT	2310
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	38	795	RIGHT	1606
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	38	731	MIDDLE	3167
2	2	1	2	16	25	34	'Choose a square with 34 dots'	38	1499	MIDDLE	1684
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	38	965	LEFT	1106
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	38	1497	RIGHT	1770
1	2	2	1	24	15	6	'Choose a square with 6 dots'	38	1522	RIGHT	1289
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	38	1786	RIGHT	1064
3	2	2	2	44	35	26	'Choose a square with 44 dots'	38	1689	LEFT	3466
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	38	1332	MIDDLE	1451
1	2	1	1	6	15	24	'Choose a square with 6 dots'	38	1337	LEFT	1484
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	38	1136	LEFT	1708
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	38	1497	LEFT	3280
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	38	1176	LEFT	1532
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	38	684	MIDDLE	1195
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	38	1063	RIGHT	1199
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	38	1300	RIGHT	1004
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	38	1344	LEFT	2022
1	2	1	2	6	15	24	'Choose a square with 24 dots'	38	644	RIGHT	1260
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	38	1567	RIGHT	2812
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	38	813	RIGHT	1112
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	38	1254	LEFT	1584
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	38	471	LEFT	2061
2	2	1	1	16	25	34	'Choose a square with 16 dots'	38	617	MIDDLE	978
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	38	862	LEFT	1080
4	2	2	2	54	45	36	'Choose a square with 54 dots'	38	631	LEFT	1103
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	38	1272	MIDDLE	2425
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	38	840	MIDDLE	2440
3	2	1	2	26	35	44	'Choose a square with 44 dots'	38	879	RIGHT	1454
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	38	714	RIGHT	3047
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	38	761	MIDDLE	1867
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	38	992	LEFT	1371
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	38	601	LEFT	1547
4	2	2	1	54	45	36	'Choose a square with 36 dots'	38	579	MIDDLE	1813
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	38	1843	LEFT	2192
2	2	2	1	34	25	16	'Choose a square with 16 dots'	38	591	RIGHT	1025
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	38	941	RIGHT	1201
4	2	1	2	36	45	54	'Choose a square with 54 dots'	38	876	RIGHT	1092
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	38	748	RIGHT	975
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	38	1244	MIDDLE	982
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	38	907	LEFT	1161
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	38	1014	LEFT	1296
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	38	993	MIDDLE	1852
2	2	2	2	34	25	16	'Choose a square with 34 dots'	38	833	MIDDLE	2017
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	38	975	MIDDLE	3332
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	38	657	RIGHT	930
1	2	2	2	24	15	6	'Choose a square with 24 dots'	4	3005	LEFT	1166
2	2	1	1	16	25	34	'Choose a square with 16 dots'	4	2228	MIDDLE	1153
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	4	2488	RIGHT	2597
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	4	1	MIDDLE	2686
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	4	20	MIDDLE	2969
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	4	2	LEFT	4340
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	4	2	LEFT	4125
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	4	2	LEFT	4294
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	4	3554	MIDDLE	2175
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	4	3439	MIDDLE	1274
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	4	1940	MIDDLE	1935
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	4	1839	MIDDLE	2907
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	4	5120	RIGHT	1062
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	4	2391	MIDDLE	6079
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	4	1394	MIDDLE	1366
4	2	2	1	54	45	36	'Choose a square with 36 dots'	4	1892	RIGHT	1326
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	4	5293	MIDDLE	3588
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	4	3761	RIGHT	1719
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	4	6113	MIDDLE	2250
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	4	4824	MIDDLE	2080
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	4	1203	MIDDLE	4455
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	4	1852	RIGHT	1777
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	4	1751	LEFT	1302
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	4	2191	LEFT	2527
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	4	1947	MIDDLE	6771
2	2	1	2	16	25	34	'Choose a square with 34 dots'	4	2013	MIDDLE	2147
3	2	2	2	44	35	26	'Choose a square with 44 dots'	4	2701	LEFT	3633
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	4	3604	MIDDLE	2313
1	2	2	1	24	15	6	'Choose a square with 6 dots'	4	1725	RIGHT	1669
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	4	3320	LEFT	3375
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	4	1116	LEFT	2682
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	4	1024	RIGHT	2859
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	4	91	RIGHT	6551
2	2	2	1	34	25	16	'Choose a square with 16 dots'	4	169	MIDDLE	1465
3	2	2	1	44	35	26	'Choose a square with 26 dots'	4	1907	RIGHT	1949
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	4	1182	LEFT	2530
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	4	182	RIGHT	2847
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	4	1447	LEFT	1291
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	4	1212	MIDDLE	1743
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	4	934	MIDDLE	2036
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	4	1161	MIDDLE	2382
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	4	840	MIDDLE	6456
3	2	1	2	26	35	44	'Choose a square with 44 dots'	4	869	RIGHT	1740
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	4	1621	MIDDLE	1386
1	2	1	2	6	15	24	'Choose a square with 24 dots'	4	2015	RIGHT	1285
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	4	3383	MIDDLE	1474
3	2	1	1	26	35	44	'Choose a square with 26 dots'	4	1341	LEFT	1578
4	2	1	1	36	45	54	'Choose a square with 36 dots'	4	802	LEFT	1237
